User_Id,Age,Gender,City,Device_Type,Avg_Session_Time,Pages_Visited,Course_Category,Subscription_Type,Last_Activity_Days,Email_Click_Rate,Previous_Purchases,Support_Tickets,Satisfaction_Score,Churn
9272,40,Female,Chennai,Desktop,24.85,11,Data Science,Basic,37,0.76,4,4,4,0
9273,21,Other,Hyderabad,Desktop,5.63,17,AI/ML,Premium,27,0.64,6,4,4,0
9274,31,Female,Chennai,Mobile,28.38,2,Business,Free,58,0,3,3,2,0
9275,59,Other,Chennai,Tablet,12.91,12,Design,Free,9,0.12,9,1,3,0
9276,46,Male,Mumbai,Mobile,25.95,15,Web Dev,Premium,23,0.77,1,3,2,0
9277,18,Other,Bangalore,Desktop,7.39,8,AI/ML,Free,39,0.04,5,4,2,0
9278,21,Male,Hyderabad,Tablet,1.84,8,AI/ML,Free,51,0.96,4,0,5,0
9279,49,Male,Hyderabad,Mobile,17.63,18,Data Science,Premium,47,0.89,7,0,5,1
9280,50,Female,Hyderabad,Desktop,10.42,14,Business,Basic,6,0.36,7,3,5,1
9281,43,Male,Chennai,Tablet,29.55,10,Web Dev,Premium,22,0.31,0,0,5,1
9282,34,Male,Delhi,Mobile,4.03,4,Design,Basic,22,0.61,7,1,4,1
9283,56,Female,Bangalore,Tablet,2.37,16,Web Dev,Free,23,0.61,2,3,4,1
9284,40,Other,Hyderabad,Desktop,2.31,16,Business,Basic,30,0.09,1,2,2,1
9285,49,Other,Delhi,Mobile,7.29,17,AI/ML,Basic,49,0.22,9,0,3,0
9286,32,Male,Delhi,Mobile,17.8,9,Design,Premium,59,0.64,3,0,5,0
9287,30,Other,Delhi,Desktop,15.66,11,Data Science,Free,49,0.8,9,2,2,1
9288,19,Male,Bangalore,Desktop,11.15,13,Business,Free,46,0.19,7,1,3,0
9289,36,Other,Delhi,Desktop,3.58,1,Web Dev,Free,21,0.7,4,3,2,1
9290,41,Other,Hyderabad,Mobile,7.78,7,Business,Basic,26,0.87,6,3,5,1
9291,41,Other,Hyderabad,Desktop,6.34,11,Data Science,Basic,37,0.12,7,1,5,0
9292,28,Male,Mumbai,Mobile,22.62,3,Web Dev,Premium,4,0.44,2,3,4,0
9293,39,Female,Chennai,Mobile,23.62,2,Design,Free,17,0.85,6,0,1,0
9294,32,Other,Delhi,Tablet,23.53,14,Web Dev,Free,7,0.37,6,1,1,0
9295,27,Other,Chennai,Desktop,29.1,10,Web Dev,Basic,34,0.27,8,0,5,1
9296,58,Other,Chennai,Desktop,26.64,17,Data Science,Basic,47,0.75,2,0,2,0
9297,44,Male,Chennai,Tablet,15.44,8,Web Dev,Basic,48,0.4,5,0,4,1
9298,26,Female,Chennai,Mobile,13.03,15,Business,Free,16,0.71,6,2,3,0
9299,45,Male,Chennai,Mobile,27.56,6,AI/ML,Free,11,0.13,8,1,2,0
9300,18,Other,Hyderabad,Mobile,18.73,2,Data Science,Premium,54,0.55,3,0,2,1
9301,34,Male,Bangalore,Desktop,9.54,15,Data Science,Premium,38,0.38,3,1,1,1
9302,48,Other,Delhi,Mobile,17.37,16,Data Science,Free,21,1,4,4,4,0
9303,27,Other,Delhi,Tablet,29.77,2,Business,Premium,53,0.59,9,0,5,1
9304,54,Male,Hyderabad,Mobile,25.63,14,Business,Basic,52,0.68,4,3,5,0
9305,46,Other,Hyderabad,Desktop,9.16,1,Business,Premium,59,0.13,0,4,5,0
9306,35,Other,Chennai,Desktop,28.64,9,Business,Basic,5,0.99,7,3,2,0
9307,55,Female,Bangalore,Mobile,29.46,17,Web Dev,Premium,29,0.05,7,4,3,0
9308,56,Male,Delhi,Mobile,7.7,14,Data Science,Free,1,0.07,8,2,2,0
9309,23,Male,Mumbai,Desktop,26.97,10,Data Science,Basic,4,0.08,2,2,5,1
9310,57,Other,Hyderabad,Mobile,26.61,13,Design,Premium,1,0.87,5,4,3,0
9311,29,Other,Mumbai,Tablet,2.15,13,AI/ML,Free,34,0.73,9,4,1,0
9312,31,Male,Delhi,Desktop,20.42,19,Web Dev,Basic,4,0.97,8,1,1,0
9313,27,Male,Hyderabad,Mobile,9.85,8,AI/ML,Basic,30,0.07,3,2,3,1
9314,37,Male,Delhi,Mobile,20.56,7,Web Dev,Free,16,0.69,8,1,4,0
9315,32,Other,Hyderabad,Mobile,27.49,17,Web Dev,Free,26,0.53,5,3,1,1
9316,48,Female,Delhi,Tablet,15.46,8,Web Dev,Basic,30,0.64,3,2,2,1
9317,24,Female,Mumbai,Desktop,13.02,4,Data Science,Free,50,0.51,5,1,5,0
9318,58,Other,Bangalore,Tablet,27.72,7,AI/ML,Premium,9,0.68,5,0,1,1
9319,27,Other,Hyderabad,Mobile,29.25,17,AI/ML,Premium,11,0.91,3,3,3,1
9320,27,Other,Mumbai,Tablet,2.8,5,Business,Basic,53,0.59,9,2,1,0
9321,56,Male,Delhi,Mobile,27.76,4,AI/ML,Basic,17,0.9,4,0,3,0
9322,45,Other,Mumbai,Mobile,3.4,19,Business,Premium,50,0.78,0,4,3,1
9323,47,Male,Hyderabad,Desktop,10.78,1,Design,Free,12,0.86,8,0,4,0
9324,54,Female,Mumbai,Desktop,23.11,10,Business,Free,56,0.66,6,4,1,1
9325,20,Other,Delhi,Mobile,23.53,6,Web Dev,Basic,7,0.52,4,4,5,0
9326,32,Other,Chennai,Mobile,22.05,12,Data Science,Free,34,0.07,4,4,1,0
9327,38,Male,Bangalore,Mobile,2.13,17,Web Dev,Basic,54,0.83,5,4,3,0
9328,54,Male,Bangalore,Desktop,4.86,5,Design,Free,43,0.24,7,3,1,0
9329,29,Male,Chennai,Desktop,28.15,9,Data Science,Free,3,0.04,2,4,5,1
9330,21,Female,Hyderabad,Mobile,3.36,9,Design,Free,45,0.52,7,4,4,0
9331,26,Female,Mumbai,Desktop,3.28,5,Web Dev,Premium,6,0.63,2,4,4,1
9332,56,Other,Mumbai,Mobile,25.23,19,Data Science,Basic,20,0.66,9,2,4,0
9333,59,Other,Chennai,Tablet,19.6,11,Design,Free,59,0.67,4,1,3,0
9334,45,Male,Chennai,Desktop,11.2,12,Business,Free,44,0.65,4,0,2,0
9335,40,Female,Delhi,Mobile,5.81,5,AI/ML,Premium,43,0.81,1,0,3,1
9336,57,Other,Delhi,Tablet,26.64,8,Web Dev,Premium,14,0.77,0,1,5,0
9337,39,Male,Bangalore,Mobile,29.67,17,Business,Premium,33,0.81,2,3,4,1
9338,41,Male,Hyderabad,Tablet,2.45,8,Design,Basic,21,0.46,9,4,3,1
9339,43,Female,Hyderabad,Desktop,17.07,2,Design,Premium,0,0.06,3,2,3,0
9340,47,Female,Chennai,Desktop,8.58,18,Data Science,Premium,5,0.64,6,0,4,1
9341,50,Other,Bangalore,Mobile,25.14,19,Business,Free,0,0.21,6,1,1,1
9342,33,Other,Bangalore,Desktop,11.04,10,Design,Free,18,0.86,8,4,5,0
9343,39,Male,Delhi,Desktop,21.72,7,Data Science,Premium,26,0.72,3,0,2,0
9344,35,Male,Mumbai,Tablet,16.65,9,AI/ML,Free,9,0.77,2,0,2,1
9345,24,Male,Hyderabad,Desktop,16.7,12,AI/ML,Free,54,0.29,2,0,5,0
9346,43,Other,Bangalore,Tablet,25.88,12,Data Science,Premium,13,0.63,9,4,3,1
9347,25,Female,Delhi,Tablet,14.64,5,Business,Premium,33,0.53,9,3,4,0
9348,23,Other,Delhi,Tablet,25.52,11,Data Science,Premium,40,0.27,0,1,4,0
9349,47,Female,Delhi,Desktop,11.54,17,Data Science,Premium,31,0.81,5,1,5,0
9350,56,Other,Mumbai,Mobile,6.07,15,Business,Premium,2,0.55,3,0,5,0
9351,40,Other,Bangalore,Mobile,14.21,11,AI/ML,Free,50,0.19,4,3,4,1
9352,49,Female,Chennai,Desktop,15.45,15,Design,Basic,45,0.31,1,3,4,0
9353,39,Other,Chennai,Tablet,14.87,16,AI/ML,Free,15,0.23,7,4,5,0
9354,59,Other,Delhi,Desktop,24.44,19,Business,Premium,38,0.31,9,1,3,0
9355,26,Male,Delhi,Mobile,17.38,12,Web Dev,Basic,32,0.19,2,0,2,0
9356,48,Female,Mumbai,Tablet,26.76,3,Business,Basic,4,0.37,6,0,2,0
9357,24,Female,Delhi,Desktop,15.91,8,AI/ML,Basic,57,0.69,8,3,1,0
9358,26,Male,Bangalore,Tablet,7.52,11,AI/ML,Free,34,0.96,8,2,5,0
9359,30,Female,Delhi,Tablet,4.76,1,Business,Premium,16,0.21,7,4,1,0
9360,20,Male,Delhi,Mobile,26.18,4,Business,Free,22,0.3,2,3,1,0
9361,52,Female,Bangalore,Tablet,2.63,6,Business,Basic,25,0,4,4,2,0
9362,50,Female,Hyderabad,Desktop,4.41,10,AI/ML,Free,45,0.23,9,3,4,0
9363,38,Female,Chennai,Tablet,2.85,15,Data Science,Premium,47,0.42,0,3,4,0
9364,48,Female,Delhi,Tablet,13.29,8,Web Dev,Free,6,0.46,6,3,4,0
9365,51,Male,Bangalore,Desktop,16.45,14,Data Science,Basic,40,0.27,3,2,5,1
9366,49,Male,Chennai,Mobile,1.58,2,AI/ML,Basic,6,0.15,8,1,2,1
9367,52,Female,Mumbai,Mobile,15.95,6,Data Science,Free,14,0.56,9,0,5,1
9368,32,Other,Hyderabad,Desktop,12.42,3,Business,Premium,29,0.41,7,4,5,0
9369,49,Male,Delhi,Tablet,23.44,2,Design,Premium,19,0.43,9,3,3,0
9370,23,Female,Hyderabad,Desktop,25.07,14,Business,Premium,2,0.89,6,0,4,1
9371,38,Male,Delhi,Desktop,20.86,18,Web Dev,Free,21,0.56,9,3,3,0
9372,50,Other,Delhi,Desktop,14.73,15,Business,Basic,47,0.39,3,1,3,0
9373,49,Other,Delhi,Mobile,7.27,4,Design,Free,53,0.25,1,1,2,0
9374,36,Other,Hyderabad,Tablet,25.57,16,AI/ML,Basic,49,0.43,2,1,4,0
9375,50,Female,Mumbai,Desktop,10.91,12,Data Science,Free,6,0.86,7,3,1,0
9376,45,Female,Bangalore,Mobile,11.33,17,Business,Basic,30,0.97,5,0,3,1
9377,48,Other,Bangalore,Mobile,27.56,1,Data Science,Premium,48,0.38,2,1,3,0
9378,38,Male,Mumbai,Tablet,29.29,9,Web Dev,Free,56,0.21,9,4,1,0
9379,51,Male,Mumbai,Desktop,27.05,12,Data Science,Premium,49,0.91,1,2,1,0
9380,32,Other,Delhi,Tablet,29.95,5,Web Dev,Free,2,0.14,7,2,2,0
9381,31,Female,Delhi,Desktop,26.2,17,Web Dev,Premium,53,0.3,8,2,3,1
9382,36,Male,Bangalore,Mobile,21.43,3,Business,Basic,42,0.2,6,2,3,0
9383,32,Male,Delhi,Mobile,9.52,6,Design,Basic,54,0.57,4,2,2,0
9384,23,Male,Delhi,Tablet,28.64,3,Data Science,Basic,45,0.41,7,2,1,0
9385,26,Female,Mumbai,Desktop,26.42,6,Web Dev,Basic,16,0.29,2,3,3,0
9386,54,Other,Hyderabad,Tablet,7.98,13,Web Dev,Free,50,0.77,3,0,1,1
9387,37,Female,Chennai,Desktop,15.19,19,Web Dev,Basic,21,0.66,2,4,5,0
9388,51,Male,Chennai,Tablet,3.03,15,AI/ML,Premium,51,1,2,0,3,0
9389,55,Other,Delhi,Mobile,28.65,7,Data Science,Premium,36,0.31,7,4,5,0
9390,43,Female,Delhi,Tablet,17.61,13,Data Science,Free,59,0.85,2,1,3,1
9391,35,Other,Chennai,Desktop,8.11,2,Web Dev,Free,2,0.3,5,4,1,0
9392,45,Male,Mumbai,Tablet,9.48,19,Data Science,Basic,47,0.01,6,3,5,0
9393,26,Female,Chennai,Desktop,29.44,19,Data Science,Free,29,0.15,0,1,2,0
9394,49,Other,Chennai,Tablet,18.85,3,AI/ML,Basic,23,0.51,7,2,4,0
9395,23,Female,Chennai,Desktop,13.2,3,Web Dev,Free,32,0.81,7,3,2,0
9396,31,Male,Delhi,Desktop,15.5,6,Data Science,Basic,42,0.06,3,3,2,0
9397,45,Other,Delhi,Desktop,3.86,13,Design,Premium,9,0.83,7,0,5,0
9398,41,Male,Chennai,Tablet,3.18,14,Web Dev,Basic,6,0.72,5,0,5,0
9399,30,Other,Delhi,Tablet,18.19,6,Data Science,Premium,15,0.03,6,1,2,0
9400,29,Male,Chennai,Mobile,15.85,9,AI/ML,Premium,31,0.11,2,3,5,0
9401,36,Male,Mumbai,Desktop,11.42,10,Design,Free,1,0.08,2,1,2,0
9402,38,Female,Delhi,Mobile,17.42,16,Business,Premium,7,0.68,9,2,3,0
9403,44,Male,Hyderabad,Mobile,3.11,15,Business,Basic,14,0.56,9,0,4,1
9404,36,Female,Delhi,Desktop,28.38,12,Design,Free,47,0.36,8,3,3,0
9405,41,Male,Mumbai,Mobile,9.52,13,Business,Free,2,0.09,9,2,5,0
9406,43,Male,Mumbai,Tablet,3.08,18,Design,Basic,19,0.39,9,3,2,0
9407,45,Male,Delhi,Mobile,5.92,2,Data Science,Free,33,0.68,8,2,3,0
9408,35,Other,Bangalore,Tablet,3.77,14,Business,Basic,46,0.09,2,4,2,1
9409,53,Female,Chennai,Desktop,6.18,17,Business,Premium,45,0.86,8,2,3,0
9410,59,Other,Chennai,Desktop,13.09,1,Design,Free,52,0.06,2,4,1,0
9411,46,Female,Mumbai,Desktop,22.4,11,Data Science,Premium,40,0.61,3,0,1,1
9412,34,Male,Delhi,Mobile,8.9,14,Data Science,Free,3,0.19,2,4,1,0
9413,21,Other,Bangalore,Desktop,13.64,12,Web Dev,Basic,22,0.09,4,1,4,1
9414,46,Female,Hyderabad,Desktop,27.93,14,Web Dev,Basic,7,0.35,3,2,3,0
9415,21,Male,Chennai,Tablet,9.58,17,Data Science,Basic,9,0.67,8,0,5,1
9416,27,Female,Bangalore,Mobile,24.05,12,Design,Basic,48,0.12,1,3,3,0
9417,42,Female,Chennai,Mobile,5.58,6,AI/ML,Free,37,0.48,9,2,2,0
9418,48,Male,Delhi,Desktop,6.17,9,AI/ML,Premium,4,0.41,7,2,3,0
9419,20,Other,Chennai,Mobile,14.23,12,Web Dev,Premium,9,0.43,2,4,3,0
9420,19,Male,Hyderabad,Desktop,7.79,17,Business,Free,25,0.94,8,4,1,1
9421,42,Other,Delhi,Tablet,27.19,16,AI/ML,Free,48,0.35,1,2,2,0
9422,23,Female,Mumbai,Mobile,2.47,2,Business,Premium,15,0.99,6,2,3,0
9423,43,Female,Bangalore,Mobile,18.32,18,Business,Premium,56,0.54,5,1,4,0
9424,25,Female,Chennai,Tablet,18.52,16,Data Science,Free,58,0.84,7,3,5,1
9425,52,Other,Delhi,Mobile,2.91,10,AI/ML,Free,57,0.35,2,1,1,0
9426,44,Male,Delhi,Desktop,22.24,19,AI/ML,Free,22,0.08,5,1,3,0
9427,42,Other,Chennai,Mobile,14.6,4,Business,Free,16,0.08,1,3,2,0
9428,35,Female,Mumbai,Mobile,21.97,7,Business,Free,27,0.57,9,0,1,0
9429,18,Female,Chennai,Tablet,24.98,16,Data Science,Premium,17,0.93,9,3,1,0
9430,56,Male,Mumbai,Tablet,10.36,19,Design,Premium,51,0.07,6,0,3,1
9431,20,Other,Chennai,Desktop,15.05,5,AI/ML,Basic,57,0.69,2,2,2,1
9432,21,Female,Delhi,Mobile,8.56,5,AI/ML,Basic,40,0.56,4,1,2,1
9433,58,Other,Hyderabad,Mobile,6.84,7,Data Science,Premium,10,0.65,2,2,4,1
9434,54,Other,Hyderabad,Tablet,1.02,17,Data Science,Premium,33,0.22,9,1,1,0
9435,32,Male,Delhi,Desktop,28.95,1,Design,Basic,45,0.07,0,4,4,0
9436,25,Male,Hyderabad,Mobile,13.79,3,Business,Basic,14,0.07,0,1,2,0
9437,55,Female,Mumbai,Desktop,1.38,16,AI/ML,Basic,0,0.25,9,1,5,0
9438,36,Male,Delhi,Mobile,1.26,2,Business,Free,32,0.21,3,1,5,0
9439,43,Other,Mumbai,Tablet,9.36,1,AI/ML,Basic,8,0.13,4,0,5,0
9440,56,Male,Delhi,Tablet,1.4,7,Data Science,Free,43,0.26,0,4,3,0
9441,27,Other,Mumbai,Tablet,11.86,10,Data Science,Free,16,0.53,9,0,3,0
9442,55,Female,Mumbai,Tablet,2.83,3,Data Science,Basic,14,0.95,2,3,2,0
9443,31,Other,Hyderabad,Tablet,2.14,18,Design,Premium,3,0.92,2,3,4,0
9444,58,Male,Delhi,Tablet,20.41,3,AI/ML,Basic,36,0.27,1,4,3,1
9445,36,Male,Chennai,Desktop,27.3,7,Data Science,Basic,45,0.07,5,3,2,0
9446,47,Female,Hyderabad,Tablet,12.87,15,Design,Basic,5,1,1,2,5,0
9447,22,Male,Mumbai,Desktop,25.27,1,Business,Basic,5,0.48,3,0,5,0
9448,48,Female,Mumbai,Tablet,1.85,19,Design,Basic,18,0.98,4,1,1,0
9449,24,Female,Chennai,Mobile,23.55,5,Design,Free,22,0.54,2,2,4,0
9450,36,Male,Chennai,Mobile,2.82,7,Web Dev,Basic,29,0.89,0,1,2,0
9451,48,Other,Mumbai,Mobile,25.31,11,Business,Premium,55,0.45,0,3,2,0
9452,56,Female,Chennai,Desktop,26.59,1,Web Dev,Premium,0,0.62,0,0,5,1
9453,41,Other,Bangalore,Tablet,23.79,2,AI/ML,Free,8,0.54,5,3,3,1
9454,51,Male,Hyderabad,Desktop,24.8,14,Design,Free,21,0.22,3,0,3,0
9455,40,Other,Delhi,Tablet,17.28,10,Design,Basic,0,0.76,5,1,2,0
9456,57,Other,Chennai,Mobile,8.68,3,Design,Basic,58,0.05,0,1,3,0
9457,23,Other,Chennai,Desktop,19.65,14,Design,Free,56,0.36,4,1,2,0
9458,55,Other,Bangalore,Tablet,13.75,5,Web Dev,Premium,35,0.87,0,4,1,1
9459,58,Male,Delhi,Desktop,1.15,17,AI/ML,Basic,24,0.5,3,3,3,0
9460,53,Male,Bangalore,Desktop,14.83,7,Web Dev,Premium,15,0.08,8,4,1,0
9461,44,Other,Delhi,Mobile,19.88,1,Design,Free,25,0.21,5,2,4,0
9462,28,Male,Hyderabad,Mobile,1.4,11,AI/ML,Premium,27,0.11,3,4,1,0
9463,22,Male,Chennai,Mobile,19.02,6,Business,Premium,4,0.28,9,1,4,1
9464,34,Female,Hyderabad,Mobile,19.92,16,Web Dev,Premium,47,0.17,6,0,1,0
9465,24,Male,Delhi,Mobile,5.59,14,Data Science,Basic,21,0.71,9,3,3,1
9466,44,Other,Chennai,Tablet,13.5,17,Business,Free,13,0.66,9,3,1,0
9467,32,Male,Bangalore,Tablet,28.97,15,Business,Basic,8,0.14,0,3,3,0
9468,30,Male,Mumbai,Mobile,26.64,14,Design,Premium,13,0.44,0,2,2,1
9469,28,Male,Bangalore,Mobile,12.91,7,Design,Basic,15,0.3,4,3,2,0
9470,43,Male,Mumbai,Mobile,11.15,10,Business,Basic,29,0.34,6,2,4,0
9471,39,Female,Bangalore,Desktop,4.6,19,Web Dev,Basic,31,0.58,8,1,5,0
9472,45,Other,Delhi,Mobile,2.02,7,AI/ML,Free,5,0.9,8,0,1,0
9473,41,Other,Hyderabad,Tablet,9.63,15,Web Dev,Free,16,0.9,9,1,3,0
9474,46,Male,Mumbai,Tablet,28.27,14,Web Dev,Premium,0,0.41,7,4,5,1
9475,26,Male,Delhi,Desktop,28.8,15,Business,Basic,17,0.39,1,3,2,0
9476,59,Female,Hyderabad,Tablet,24.56,19,Web Dev,Premium,10,0.52,0,4,3,0
9477,21,Male,Hyderabad,Mobile,11.17,16,AI/ML,Basic,10,0.47,2,2,3,0
9478,35,Female,Chennai,Desktop,5.17,2,Business,Premium,27,0.06,0,1,5,0
9479,33,Other,Chennai,Desktop,18.27,2,Web Dev,Free,11,0.58,0,3,3,0
9480,50,Other,Chennai,Tablet,19.75,1,Design,Premium,33,0.58,7,2,5,0
9481,46,Female,Mumbai,Mobile,13.31,16,Web Dev,Free,15,0.45,2,1,1,0
9482,56,Other,Mumbai,Mobile,21.06,19,Business,Basic,53,0.41,1,1,1,0
9483,27,Male,Hyderabad,Mobile,22.65,4,Business,Basic,9,0.94,5,2,1,1
9484,26,Male,Mumbai,Desktop,23.71,3,Design,Basic,57,0.6,0,0,2,0
9485,48,Female,Hyderabad,Tablet,15.57,11,Business,Premium,52,0.82,1,1,5,0
9486,45,Other,Delhi,Tablet,23.96,17,Data Science,Premium,45,0.95,3,3,1,0
9487,20,Other,Bangalore,Tablet,1.74,5,Business,Premium,38,0.81,6,4,2,1
9488,31,Female,Hyderabad,Mobile,20.73,9,Web Dev,Free,7,0.94,1,2,2,1
9489,42,Female,Hyderabad,Desktop,7.83,1,AI/ML,Basic,25,0.76,3,0,2,0
9490,32,Other,Delhi,Desktop,8.85,9,Web Dev,Basic,41,0.17,3,1,1,0
9491,19,Female,Chennai,Tablet,3.65,4,Business,Free,41,0.23,7,4,3,0
9492,41,Male,Chennai,Tablet,6.58,16,Data Science,Free,41,0.19,6,0,1,0
9493,31,Other,Chennai,Desktop,29.77,15,Web Dev,Basic,13,0.32,6,2,2,0
9494,24,Female,Hyderabad,Tablet,13.05,10,AI/ML,Basic,50,0.35,8,1,4,1
9495,53,Female,Hyderabad,Desktop,27.91,5,Web Dev,Free,8,0.81,2,1,1,1
9496,41,Female,Mumbai,Desktop,5.72,16,Design,Free,48,0.36,2,2,1,1
9497,44,Other,Mumbai,Tablet,6.92,6,Data Science,Basic,18,0.73,9,4,3,1
9498,54,Male,Bangalore,Desktop,17.18,16,Business,Basic,33,0.9,8,4,1,1
9499,55,Male,Bangalore,Desktop,11.14,4,Web Dev,Free,46,0.11,1,3,1,1
9500,47,Other,Mumbai,Tablet,19.67,15,Web Dev,Basic,37,0,2,1,2,0
9501,44,Female,Hyderabad,Tablet,13.24,3,Web Dev,Free,28,0.89,8,2,2,0
9502,56,Other,Delhi,Tablet,24.54,19,Web Dev,Basic,28,0.24,9,1,4,0
9503,32,Other,Mumbai,Desktop,13.52,9,AI/ML,Premium,27,0.15,5,3,2,0
9504,43,Female,Hyderabad,Tablet,17.6,5,Design,Premium,47,0.3,4,3,5,1
9505,18,Other,Mumbai,Tablet,10.31,16,Design,Basic,48,0.19,8,0,3,0
9506,21,Male,Chennai,Desktop,21.42,3,Data Science,Free,23,0.79,6,1,1,1
9507,46,Other,Mumbai,Desktop,19.99,8,Data Science,Premium,27,0.63,1,2,1,0
9508,18,Female,Chennai,Tablet,12.51,14,AI/ML,Free,41,0.17,9,0,5,0
9509,39,Other,Hyderabad,Tablet,9,3,Design,Premium,43,0.58,8,2,3,1
9510,28,Male,Chennai,Desktop,18.81,16,Data Science,Premium,57,0.21,5,3,5,0
9511,27,Other,Mumbai,Desktop,28.35,7,Business,Premium,11,0.2,2,4,5,0
9512,34,Other,Chennai,Mobile,4.85,9,Design,Basic,18,0.6,0,4,3,0
9513,53,Other,Delhi,Desktop,24.17,3,Web Dev,Basic,5,0.66,3,2,1,0
9514,43,Other,Chennai,Desktop,16.75,8,Design,Free,1,0.35,7,2,1,0
9515,38,Female,Chennai,Mobile,16.24,12,Business,Basic,52,0.76,4,4,3,0
9516,30,Male,Bangalore,Tablet,28.89,17,Web Dev,Free,49,0.84,4,0,2,0
9517,26,Male,Delhi,Mobile,18.57,14,Design,Premium,38,0.92,1,4,3,0
9518,28,Male,Hyderabad,Desktop,25.09,16,Web Dev,Basic,30,0.63,3,3,5,0
9519,28,Other,Chennai,Mobile,15.92,19,Web Dev,Premium,36,0.22,3,1,5,1
9520,23,Male,Delhi,Mobile,8.25,4,AI/ML,Free,55,0.75,8,2,1,0
9521,18,Female,Hyderabad,Mobile,21.14,3,Business,Basic,53,0.11,6,0,3,0
9522,23,Other,Delhi,Mobile,27.77,13,AI/ML,Basic,28,0.18,6,3,3,1
9523,30,Other,Bangalore,Mobile,25.4,9,Design,Premium,39,0.83,8,1,1,0
9524,39,Male,Hyderabad,Mobile,6.75,13,Web Dev,Basic,11,0.91,8,0,5,0
9525,48,Other,Hyderabad,Tablet,10.19,12,Design,Free,56,0.07,4,2,1,0
9526,39,Other,Chennai,Mobile,15.99,15,Design,Basic,54,0.31,0,0,4,1
9527,54,Male,Mumbai,Mobile,17.58,3,AI/ML,Premium,32,0.63,1,3,5,0
9528,44,Female,Hyderabad,Mobile,6.62,3,Design,Free,56,0.94,7,4,3,1
9529,31,Female,Hyderabad,Mobile,7.67,2,Business,Basic,46,0.57,5,2,2,0
9530,22,Male,Bangalore,Desktop,23.01,6,Web Dev,Premium,44,0.82,9,1,2,1
9531,53,Female,Bangalore,Mobile,22.18,16,Data Science,Premium,24,0.92,7,2,2,0
9532,49,Female,Bangalore,Mobile,25.34,18,Business,Premium,41,0.52,2,3,3,0
9533,51,Female,Chennai,Mobile,28.05,9,Data Science,Premium,17,0.74,2,1,3,0
9534,24,Other,Hyderabad,Tablet,9.94,3,Data Science,Premium,29,0.66,5,3,2,0
9535,59,Other,Bangalore,Mobile,25.93,16,AI/ML,Free,17,0.67,3,2,2,0
9536,27,Other,Bangalore,Desktop,20.31,4,Data Science,Premium,6,0.52,3,0,4,0
9537,34,Female,Delhi,Tablet,28.78,14,Web Dev,Premium,14,0.62,3,3,1,1
9538,47,Other,Delhi,Desktop,8.89,4,AI/ML,Basic,29,0.55,1,4,2,1
9539,38,Female,Bangalore,Tablet,8.82,18,Business,Free,4,0.64,6,4,2,0
9540,30,Male,Chennai,Tablet,21.42,18,Business,Premium,4,0.51,4,2,4,1
9541,18,Female,Mumbai,Mobile,27.92,18,Business,Basic,32,0.22,4,1,1,1
9542,18,Other,Delhi,Mobile,24.91,3,Design,Free,5,0.69,6,0,2,0
9543,50,Female,Delhi,Tablet,22.08,7,AI/ML,Free,47,0.38,4,1,4,1
9544,55,Other,Hyderabad,Mobile,12.23,13,AI/ML,Premium,39,0.13,0,3,5,0
9545,42,Other,Hyderabad,Mobile,21.82,7,AI/ML,Free,3,0.85,1,2,1,0
9546,43,Male,Bangalore,Tablet,24.23,13,Web Dev,Basic,12,0.18,4,0,1,0
9547,30,Male,Hyderabad,Tablet,22.85,4,AI/ML,Free,50,0.54,6,2,5,0
9548,45,Other,Hyderabad,Desktop,20.63,16,Web Dev,Premium,41,0.72,9,2,2,0
9549,50,Female,Mumbai,Tablet,2.37,15,Business,Premium,25,0.65,1,2,5,1
9550,54,Male,Chennai,Desktop,20.13,13,Design,Basic,48,0.16,7,1,2,1
9551,58,Male,Bangalore,Desktop,14.87,10,Data Science,Free,19,0.19,4,3,2,1
9552,47,Other,Mumbai,Mobile,28.89,10,Design,Basic,31,0.15,8,3,4,0
9553,25,Female,Bangalore,Mobile,18.61,5,Design,Free,31,0.07,5,1,4,0
9554,18,Male,Chennai,Tablet,18.64,4,Design,Free,49,0.28,2,4,3,0
9555,29,Male,Bangalore,Tablet,29.83,19,Data Science,Free,36,0.52,5,0,1,0
9556,22,Female,Hyderabad,Desktop,3.71,15,Web Dev,Free,43,0.17,8,0,4,0
9557,41,Male,Chennai,Desktop,9.01,9,Business,Premium,57,0.97,0,1,1,1
9558,23,Female,Mumbai,Mobile,20.03,16,Data Science,Premium,0,0.7,0,2,2,0
9559,42,Other,Mumbai,Tablet,10.14,4,Business,Basic,24,0.58,7,2,4,1
9560,18,Male,Delhi,Tablet,11.04,11,Web Dev,Free,24,0.68,6,3,3,0
9561,42,Other,Mumbai,Tablet,26.89,17,Business,Basic,52,0.44,0,1,2,0
9562,18,Female,Delhi,Tablet,17.8,1,Web Dev,Basic,0,0.47,7,4,5,0
9563,49,Other,Hyderabad,Mobile,3.98,9,Data Science,Premium,2,0.89,4,4,4,0
9564,59,Other,Mumbai,Mobile,10.02,12,Data Science,Basic,38,0.72,8,0,1,0
9565,59,Other,Chennai,Desktop,3.21,12,Business,Basic,20,0.59,2,0,3,1
9566,20,Female,Delhi,Mobile,17.13,10,Business,Basic,42,0.95,4,2,3,0
9567,36,Female,Mumbai,Desktop,6.02,9,Design,Free,24,0.66,6,2,3,0
